Grupo,Test,Res,VGRESULT,VGCUTIN,X6,Erro,Code,TEST.WORKED
GrupoC,kal34,11, 592 50 0 17040 0 ,17682,NA,0,0,FALSE
GrupoC,kal35,11, 592 50 0 17040 0 ,17682,NA,0,0,FALSE
GrupoC,kal36,11, 592 50 0 17040 0 ,17682,NA,ERR_DECLARED,11,TRUE
GrupoC,kal37,1,-1,-1,Erro sintatico na linha 3 ,ERR_UNDECLARED,10,FALSE
GrupoC,kal38,1,-1,-1,Erro sintatico na linha 3 ,ERR_UNDECLARED,10,FALSE
GrupoC,kal39,1,-1,-1,Erro sintatico na linha 2 ,0,0,FALSE
GrupoC,kal40,11, 592 50 0 17040 0 ,17682,NA,0,0,FALSE
GrupoC,kal41,1,-1,-1,Erro sintatico na linha 3 ,0,0,FALSE
GrupoC,kal42,1,-1,-1,Erro sintatico na linha 3 ,0,0,FALSE
GrupoC,kal43,1,-1,-1,Erro sintatico na linha 3 ,ERR_UNDECLARED,10,FALSE
GrupoC,kal44,1,-1,-1,Erro sintatico na linha 3 ,0,0,FALSE
GrupoC,kal45,1,-1,-1,Erro sintatico na linha 3 ,ERR_UNDECLARED,10,FALSE
GrupoC,kal46,20, 982 100 0 17393 0 ,18475,NA,ERR_VARIABLE,20,TRUE
GrupoC,kal47,0, 1416 507 0 297 0 ,2220,NA,ERR_VARIABLE,20,FALSE
GrupoC,kal48,21, 886 51 0 17346 0 ,18283,NA,ERR_VECTOR,21,TRUE
GrupoC,kal49,0, 1660 509 0 353 0 ,2522,NA,ERR_VECTOR,21,FALSE
GrupoC,kal50,22, 1082 53 0 17538 0 ,18673,NA,ERR_FUNCTION,22,TRUE
GrupoC,kal51,22, 1374 103 0 17690 0 ,19167,NA,ERR_FUNCTION,22,TRUE
GrupoC,kal52,30, 904 50 0 17435 0 ,18389,NA,ERR_STRING_TO_X,31,FALSE
GrupoC,kal53,30, 904 50 0 17435 0 ,18389,NA,ERR_STRING_TO_X,31,FALSE
GrupoC,kal54,30, 952 50 0 17383 0 ,18385,NA,ERR_STRING_TO_X,31,FALSE
GrupoC,kal55,32, 952 50 0 17380 0 ,18382,NA,ERR_STRING_TO_X,31,FALSE
GrupoC,kal56,30, 885 50 0 17435 0 ,18370,NA,ERR_CHAR_TO_X,32,FALSE
GrupoC,kal57,30, 885 50 0 17435 0 ,18370,NA,ERR_CHAR_TO_X,32,FALSE
GrupoC,kal58,30, 933 50 0 17383 0 ,18366,NA,ERR_CHAR_TO_X,32,FALSE
GrupoC,kal59,32, 952 50 0 17380 0 ,18382,NA,ERR_CHAR_TO_X,32,TRUE
GrupoC,kal60,30, 1218 148 0 17428 0 ,18794,NA,ERR_STRING_SIZE,33,FALSE
GrupoC,kal61,30, 1212 148 0 17428 0 ,18788,NA,0,0,FALSE
GrupoC,kal62,0, 2096 663 0 353 0 ,3112,NA,ERR_EXCESS_ARGS,41,FALSE
GrupoC,kal63,0, 2388 761 0 457 0 ,3606,NA,ERR_EXCESS_ARGS,41,FALSE
GrupoC,kal64,0, 2146 616 0 345 0 ,3107,NA,ERR_MISSING_ARGS,40,FALSE
GrupoC,kal65,0, 2486 666 0 449 0 ,3601,NA,ERR_MISSING_ARGS,40,FALSE
GrupoC,kal66,0, 2242 664 0 401 0 ,3307,NA,ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoC,kal67,0, 2242 664 0 401 0 ,3307,NA,ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoC,kal68,0, 2309 665 0 345 0 ,3319,NA,ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoC,kal69,0, 2290 665 0 345 0 ,3300,NA,ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoC,kal70,0, 2242 664 0 401 0 ,3307,NA,0,0,TRUE
GrupoC,kal71,0, 2680 767 0 449 0 ,3896,NA,0,0,TRUE
GrupoC,kal72,0, 3119 867 0 497 0 ,4483,NA,ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoC,kal73,30, 757 49 0 17187 0 ,17993,NA,ERR_WRONG_TYPE,30,TRUE
GrupoC,kal74,30, 1245 101 0 17443 0 ,18789,NA,ERR_WRONG_TYPE,30,TRUE
GrupoC,kal75,50, 494 49 0 17040 0 ,17583,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoC,kal76,50, 494 49 0 17040 0 ,17583,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoC,kal77,50, 494 49 0 17040 0 ,17583,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoC,kal78,0, 1268 297 0 297 0 ,1862,NA,0,0,TRUE
GrupoC,kal79,0, 1268 297 0 297 0 ,1862,NA,0,0,TRUE
GrupoC,kal80,0, 1268 297 0 297 0 ,1862,NA,0,0,TRUE
GrupoC,kal81,0, 1268 297 0 297 0 ,1862,NA,0,0,TRUE
GrupoC,kal82,0, 926 246 0 305 0 ,1477,NA,0,0,TRUE
GrupoC,kal83,0, 926 246 0 305 0 ,1477,NA,0,0,TRUE
GrupoC,kal84,51, 660 49 0 17282 0 ,17991,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoC,kal85,51, 641 49 0 17282 0 ,17972,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoC,kal86,51, 932 151 0 17185 0 ,18268,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoC,kal87,0, 1336 298 0 241 0 ,1875,NA,ERR_WRONG_PAR_RETURN,52,FALSE
GrupoC,kal88,0, 1560 348 0 241 0 ,2149,NA,ERR_WRONG_PAR_RETURN,52,FALSE
GrupoC,kal89,0, 1074 152 0 241 0 ,1467,NA,0,0,TRUE
GrupoC,kal90,0, 1074 152 0 241 0 ,1467,NA,0,0,TRUE
GrupoC,kal91,0, 1074 152 0 241 0 ,1467,NA,0,0,TRUE
GrupoC,kal92,0, 1074 152 0 241 0 ,1467,NA,0,0,TRUE
GrupoC,kal93,0, 1074 152 0 241 0 ,1467,NA,0,0,TRUE
GrupoC,kal94,0, 732 101 0 249 0 ,1082,NA,0,0,TRUE
GrupoC,kal95,0, 1463 346 0 353 0 ,2162,NA,0,0,TRUE
GrupoC,kal96,0, 1463 346 0 353 0 ,2162,NA,0,0,TRUE
GrupoC,kal97,53, 641 49 0 17193 0 ,17883,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoC,kal98,53, 641 49 0 17193 0 ,17883,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoC,kal99,30, 1862 295 0 17671 0 ,19828,NA,ERR_CHAR_TO_X,32,FALSE
GrupoC,mao01,30, 1686 246 0 17622 0 ,19554,NA,ERR_WRONG_TYPE,30,TRUE
GrupoC,mao02,30, 1862 295 0 17671 0 ,19828,NA,ERR_WRONG_TYPE,30,TRUE
GrupoC,mao03,30, 2126 344 0 17864 0 ,20334,NA,ERR_WRONG_TYPE,30,TRUE
GrupoC,mao04,30, 2302 393 0 17913 0 ,20608,NA,ERR_WRONG_TYPE,30,TRUE
GrupoC,mao05,30, 1864 294 0 17768 0 ,19926,NA,0,0,FALSE
GrupoC,mao06,30, 2400 441 0 17865 0 ,20706,NA,0,0,FALSE
GrupoC,mao07,30, 2840 539 0 18107 0 ,21486,NA,0,0,FALSE
GrupoC,mao08,30, 2031 250 0 18023 0 ,20304,NA,ERR_STRING_TO_X,31,FALSE
GrupoC,mao09,30, 1591 152 0 17781 0 ,19524,NA,ERR_WRONG_TYPE,30,TRUE
GrupoD,kal00,31, 0 0 0 17381 0 ,17381,NA,ERR_STRING_TO_X,31,TRUE
GrupoD,kal01,0, 59 218 0 0 0 ,277,NA,0,0,TRUE
GrupoD,kal02,0, 59 220 0 0 0 ,279,NA,0,0,TRUE
GrupoD,kal03,0, 59 221 0 0 0 ,280,NA,0,0,TRUE
GrupoD,kal04,1,-1,-1,"ERROR: line 3 - syntax error, unexpected TK_LIT_CHAR ",0,0,FALSE
GrupoD,kal05,1,-1,-1,"ERROR: line 3 - syntax error, unexpected TK_LIT_STRING ",0,0,FALSE
GrupoD,kal06,10, 0 0 0 16676 0 ,16676,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal07,10, 0 0 0 16676 0 ,16676,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal08,10, 0 0 0 16676 0 ,16676,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal09,10, 0 0 0 16676 0 ,16676,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal10,10, 0 0 0 16676 0 ,16676,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal11,0, 125 273 0 0 0 ,398,NA,0,0,TRUE
GrupoD,kal12,0, 125 275 0 0 0 ,400,NA,0,0,TRUE
GrupoD,kal13,0, 125 277 0 0 0 ,402,NA,0,0,TRUE
GrupoD,kal14,1,-1,-1,"ERROR: line 3 - syntax error, unexpected TK_LIT_CHAR ",0,0,FALSE
GrupoD,kal15,0, 29 216 0 0 0 ,245,NA,ERR_UNDECLARED,10,FALSE
GrupoD,kal16,0, 29 218 0 0 0 ,247,NA,ERR_UNDECLARED,10,FALSE
GrupoD,kal17,0, 29 220 0 0 0 ,249,NA,ERR_UNDECLARED,10,FALSE
GrupoD,kal18,1,-1,-1,"ERROR: line 3 - syntax error, unexpected TK_LIT_CHAR ",ERR_UNDECLARED,10,FALSE
GrupoD,kal19,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal20,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal21,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal22,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal23,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal24,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal25,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal26,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal27,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal28,10, 0 0 0 16642 0 ,16642,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal29,0, 87 172 0 0 0 ,259,NA,ERR_DECLARED,11,FALSE
GrupoD,kal30,0, 87 220 0 0 0 ,307,NA,0,0,TRUE
GrupoD,kal31,0, 87 172 0 0 0 ,259,NA,ERR_DECLARED,11,FALSE
GrupoD,kal32,0, 87 236 0 0 0 ,323,NA,0,0,TRUE
GrupoD,kal33,0, 119 240 0 0 0 ,359,NA,ERR_DECLARED,11,FALSE
GrupoD,kal34,0, 119 288 0 0 0 ,407,NA,0,0,TRUE
GrupoD,kal35,0, 183 424 0 0 0 ,607,NA,0,0,TRUE
GrupoD,kal36,0, 215 428 0 0 0 ,643,NA,ERR_DECLARED,11,FALSE
GrupoD,kal37,10, 0 0 0 16724 0 ,16724,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal38,10, 0 0 0 16724 0 ,16724,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal39,0, 59 266 0 0 0 ,325,NA,0,0,TRUE
GrupoD,kal40,0, 91 319 0 0 0 ,410,NA,0,0,TRUE
GrupoD,kal41,0, 59 267 0 0 0 ,326,NA,0,0,TRUE
GrupoD,kal42,0, 48 264 0 0 0 ,312,NA,0,0,TRUE
GrupoD,kal43,10, 0 0 0 16690 0 ,16690,NA,ERR_UNDECLARED,10,TRUE
GrupoD,kal44,0, 125 322 0 0 0 ,447,NA,0,0,TRUE
GrupoD,kal45,0, 29 265 0 0 0 ,294,NA,ERR_UNDECLARED,10,FALSE
GrupoD,kal46,0, 61 270 0 0 0 ,331,NA,ERR_VARIABLE,20,FALSE
GrupoD,kal47,20, 32 2 0 16724 0 ,16758,NA,ERR_VARIABLE,20,TRUE
GrupoD,kal48,0, 123 224 0 0 0 ,347,NA,ERR_VECTOR,21,FALSE
GrupoD,kal49,20, 96 8 0 16724 0 ,16828,NA,ERR_VECTOR,21,FALSE
GrupoD,kal50,22, 16 48 0 16984 0 ,17048,NA,ERR_FUNCTION,22,TRUE
GrupoD,kal51,0, 52 317 0 0 0 ,369,NA,ERR_FUNCTION,22,FALSE
GrupoD,kal52,0, 30 275 0 0 0 ,305,NA,ERR_STRING_TO_X,31,FALSE
GrupoD,kal53,0, 30 277 0 0 0 ,307,NA,ERR_STRING_TO_X,31,FALSE
GrupoD,kal54,0, 30 279 0 0 0 ,309,NA,ERR_STRING_TO_X,31,FALSE
GrupoD,kal55,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR ",ERR_STRING_TO_X,31,FALSE
GrupoD,kal56,0, 30 268 0 0 0 ,298,NA,ERR_CHAR_TO_X,32,FALSE
GrupoD,kal57,0, 30 270 0 0 0 ,300,NA,ERR_CHAR_TO_X,32,FALSE
GrupoD,kal58,0, 30 271 0 0 0 ,301,NA,ERR_CHAR_TO_X,32,FALSE
GrupoD,kal59,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_STRING ",ERR_CHAR_TO_X,32,FALSE
GrupoD,kal60,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_STRING ",ERR_STRING_SIZE,33,FALSE
GrupoD,kal61,1,-1,-1,"ERROR: line 3 - syntax error, unexpected TK_LIT_STRING ",0,0,FALSE
GrupoD,kal62,41, 16 48 0 17088 0 ,17152,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoD,kal63,41, 48 52 0 17242 0 ,17342,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoD,kal64,40, 48 52 0 16966 0 ,17066,NA,ERR_MISSING_ARGS,40,TRUE
GrupoD,kal65,40, 48 52 0 17156 0 ,17256,NA,ERR_MISSING_ARGS,40,TRUE
GrupoD,kal66,42, 48 52 0 17104 0 ,17204,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoD,kal67,42, 48 52 0 17104 0 ,17204,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoD,kal68,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_STRING, expecting ) ",ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoD,kal69,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR, expecting ) ",ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoD,kal70,0, 96 288 0 0 0 ,384,NA,0,0,TRUE
GrupoD,kal71,0, 128 378 0 0 0 ,506,NA,0,0,TRUE
GrupoD,kal72,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR ",ERR_WRONG_TYPE_ARGS,42,FALSE
GrupoD,kal73,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_STRING ",ERR_WRONG_TYPE,30,FALSE
GrupoD,kal74,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_STRING ",ERR_WRONG_TYPE,30,FALSE
GrupoD,kal75,50, 0 0 0 16842 0 ,16842,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoD,kal76,50, 0 0 0 16842 0 ,16842,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoD,kal77,50, 0 0 0 16842 0 ,16842,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoD,kal78,0, 63 168 0 0 0 ,231,NA,0,0,TRUE
GrupoD,kal79,0, 63 168 0 0 0 ,231,NA,0,0,TRUE
GrupoD,kal80,0, 64 168 0 0 0 ,232,NA,0,0,TRUE
GrupoD,kal81,0, 64 168 0 0 0 ,232,NA,0,0,TRUE
GrupoD,kal82,0, 30 166 0 0 0 ,196,NA,0,0,TRUE
GrupoD,kal83,0, 30 168 0 0 0 ,198,NA,0,0,TRUE
GrupoD,kal84,51, 0 0 0 17095 0 ,17095,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoD,kal85,51, 0 0 0 17078 0 ,17078,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoD,kal86,51, 0 0 0 17112 0 ,17112,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoD,kal87,52, 0 0 0 17095 0 ,17095,NA,ERR_WRONG_PAR_RETURN,52,TRUE
GrupoD,kal88,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR ",ERR_WRONG_PAR_RETURN,52,FALSE
GrupoD,kal89,0, 57 118 0 0 0 ,175,NA,0,0,TRUE
GrupoD,kal90,0, 57 118 0 0 0 ,175,NA,0,0,TRUE
GrupoD,kal91,0, 57 118 0 0 0 ,175,NA,0,0,TRUE
GrupoD,kal92,0, 57 118 0 0 0 ,175,NA,0,0,TRUE
GrupoD,kal93,0, 57 118 0 0 0 ,175,NA,0,0,TRUE
GrupoD,kal94,0, 23 118 0 0 0 ,141,NA,0,0,TRUE
GrupoD,kal95,0, 62 168 0 0 0 ,230,NA,0,0,TRUE
GrupoD,kal96,0, 62 168 0 0 0 ,230,NA,0,0,TRUE
GrupoD,kal97,53, 0 0 0 16911 0 ,16911,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoD,kal98,53, 0 0 0 16911 0 ,16911,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoD,kal99,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR ",ERR_CHAR_TO_X,32,FALSE
GrupoD,mao01,0, 100 329 0 0 0 ,429,NA,ERR_WRONG_TYPE,30,FALSE
GrupoD,mao02,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR ",ERR_WRONG_TYPE,30,FALSE
GrupoD,mao03,0, 136 381 0 0 0 ,517,NA,ERR_WRONG_TYPE,30,FALSE
GrupoD,mao04,1,-1,-1,"ERROR: line 4 - syntax error, unexpected TK_LIT_CHAR ",ERR_WRONG_TYPE,30,FALSE
GrupoD,mao05,0, 165 324 0 0 0 ,489,NA,0,0,TRUE
GrupoD,mao06,0, 201 376 0 0 0 ,577,NA,0,0,TRUE
GrupoD,mao07,0, 237 428 0 0 0 ,665,NA,0,0,TRUE
GrupoD,mao08,1,-1,-1,"ERROR: line 2 - syntax error, unexpected TK_LIT_STRING ",ERR_STRING_TO_X,31,FALSE
GrupoD,mao09,1,-1,-1,"ERROR: line 2 - syntax error, unexpected TK_LIT_STRING ",ERR_WRONG_TYPE,30,FALSE
GrupoF,kal00,31, 52 194 0 18034 0 ,18280,NA,ERR_STRING_TO_X,31,TRUE
GrupoF,kal01,0, 48 155 0 132 0 ,335,NA,0,0,TRUE
GrupoF,kal02,0, 48 166 0 132 0 ,346,NA,0,0,TRUE
GrupoF,kal03,0, 48 158 0 132 0 ,338,NA,0,0,TRUE
GrupoF,kal04,0, 48 155 0 132 0 ,335,NA,0,0,TRUE
GrupoF,kal05,0, 68 154 0 132 0 ,354,NA,0,0,TRUE
GrupoF,kal06,10, 0 0 0 17197 0 ,17197,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal07,10, 0 0 0 17212 0 ,17212,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal08,10, 0 0 0 17206 0 ,17206,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal09,10, 0 0 0 17197 0 ,17197,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal10,10, 20 0 0 17195 0 ,17215,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal11,0, 48 229 0 132 0 ,409,NA,0,0,TRUE
GrupoF,kal12,0, 48 240 0 132 0 ,420,NA,0,0,TRUE
GrupoF,kal13,0, 48 233 0 132 0 ,413,NA,0,0,TRUE
GrupoF,kal14,0, 48 229 0 132 0 ,409,NA,0,0,TRUE
GrupoF,kal15,139,-1,-1,Segmentation fault,ERR_UNDECLARED,10,FALSE
GrupoF,kal16,139,-1,-1,Segmentation fault,ERR_UNDECLARED,10,FALSE
GrupoF,kal17,139,-1,-1,Segmentation fault,ERR_UNDECLARED,10,FALSE
GrupoF,kal18,139,-1,-1,Segmentation fault,ERR_UNDECLARED,10,FALSE
GrupoF,kal19,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal20,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal21,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal22,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal23,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal24,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal25,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal26,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal27,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal28,10, 32 23 0 16926 0 ,16981,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal29,11, 16 0 0 16826 0 ,16842,NA,ERR_DECLARED,11,TRUE
GrupoF,kal30,0, 48 155 0 132 0 ,335,NA,0,0,TRUE
GrupoF,kal31,11, 0 0 0 17157 0 ,17157,NA,ERR_DECLARED,11,TRUE
GrupoF,kal32,0, 32 270 0 58 0 ,360,NA,0,0,TRUE
GrupoF,kal33,11, 0 0 0 17448 0 ,17448,NA,ERR_DECLARED,11,TRUE
GrupoF,kal34,0, 48 270 0 132 0 ,450,NA,0,0,TRUE
GrupoF,kal35,0, 48 500 0 132 0 ,680,NA,0,0,TRUE
GrupoF,kal36,11, 48 198 0 18224 0 ,18470,NA,ERR_DECLARED,11,TRUE
GrupoF,kal37,10, 0 0 0 17542 0 ,17542,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal38,10, 0 0 0 17542 0 ,17542,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal39,0, 32 368 0 58 0 ,458,NA,0,0,TRUE
GrupoF,kal40,0, 48 385 0 132 0 ,565,NA,0,0,TRUE
GrupoF,kal41,0, 48 311 0 132 0 ,491,NA,0,0,TRUE
GrupoF,kal42,0, 64 333 0 132 0 ,529,NA,0,0,TRUE
GrupoF,kal43,10, 32 194 0 17100 0 ,17326,NA,ERR_UNDECLARED,10,TRUE
GrupoF,kal44,0, 48 385 0 132 0 ,565,NA,0,0,TRUE
GrupoF,kal45,139,-1,-1,Segmentation fault,ERR_UNDECLARED,10,FALSE
GrupoF,kal46,20, 48 82 0 17278 0 ,17408,NA,ERR_VARIABLE,20,TRUE
GrupoF,kal47,20, 48 23 0 17118 0 ,17189,NA,ERR_VARIABLE,20,TRUE
GrupoF,kal48,21, 48 23 0 17286 0 ,17357,NA,ERR_VECTOR,21,TRUE
GrupoF,kal49,21, 48 23 0 17294 0 ,17365,NA,ERR_VECTOR,21,TRUE
GrupoF,kal50,22, 64 104 0 17571 0 ,17739,NA,ERR_FUNCTION,22,TRUE
GrupoF,kal51,22, 64 163 0 17739 0 ,17966,NA,ERR_FUNCTION,22,TRUE
GrupoF,kal52,30, 20 0 0 17780 0 ,17800,NA,ERR_STRING_TO_X,31,FALSE
GrupoF,kal53,30, 20 0 0 17795 0 ,17815,NA,ERR_STRING_TO_X,31,FALSE
GrupoF,kal54,30, 20 0 0 17792 0 ,17812,NA,ERR_STRING_TO_X,31,FALSE
GrupoF,kal55,30, 20 0 0 17780 0 ,17800,NA,ERR_STRING_TO_X,31,FALSE
GrupoF,kal56,30, 0 0 0 17750 0 ,17750,NA,ERR_CHAR_TO_X,32,FALSE
