Grupo,Test,Res,VGRESULT,VGCUTIN,X6,Erro,Code,TEST.WORKED
GrupoF,kal57,30, 0 0 0 17765 0 ,17765,NA,ERR_CHAR_TO_X,32,FALSE
GrupoF,kal58,30, 0 0 0 17759 0 ,17759,NA,ERR_CHAR_TO_X,32,FALSE
GrupoF,kal59,30, 20 0 0 17780 0 ,17800,NA,ERR_CHAR_TO_X,32,FALSE
GrupoF,kal60,139,-1,-1,Segmentation fault,ERR_STRING_SIZE,33,FALSE
GrupoF,kal61,0, 92 388 0 58 0 ,538,NA,0,0,TRUE
GrupoF,kal62,41, 64 162 0 17687 0 ,17913,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoF,kal63,41, 64 252 0 17987 0 ,18303,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoF,kal64,40, 64 120 0 17713 0 ,17897,NA,ERR_MISSING_ARGS,40,TRUE
GrupoF,kal65,40, 64 194 0 18013 0 ,18271,NA,ERR_MISSING_ARGS,40,TRUE
GrupoF,kal66,42, 64 178 0 17821 0 ,18063,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoF,kal67,42, 64 178 0 17821 0 ,18063,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoF,kal68,42, 84 185 0 17844 0 ,18113,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoF,kal69,42, 64 178 0 17821 0 ,18063,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoF,kal70,0, 64 263 0 206 0 ,533,NA,0,0,TRUE
GrupoF,kal71,42, 64 283 0 18191 0 ,18538,NA,0,0,FALSE
GrupoF,kal72,42, 64 373 0 18552 0 ,18989,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoF,kal73,30, 20 0 0 17419 0 ,17439,NA,ERR_WRONG_TYPE,30,TRUE
GrupoF,kal74,139,-1,-1,Segmentation fault,ERR_WRONG_TYPE,30,FALSE
GrupoF,kal75,50, 32 23 0 17094 0 ,17149,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoF,kal76,50, 32 23 0 17094 0 ,17149,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoF,kal77,50, 32 23 0 17094 0 ,17149,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoF,kal78,50, 32 23 0 17094 0 ,17149,NA,0,0,FALSE
GrupoF,kal79,50, 32 23 0 17094 0 ,17149,NA,0,0,FALSE
GrupoF,kal80,51, 32 23 0 17094 0 ,17149,NA,0,0,FALSE
GrupoF,kal81,51, 32 23 0 17094 0 ,17149,NA,0,0,FALSE
GrupoF,kal82,139,-1,-1,Segmentation fault,0,0,FALSE
GrupoF,kal83,139,-1,-1,Segmentation fault,0,0,FALSE
GrupoF,kal84,51, 52 104 0 17404 0 ,17560,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoF,kal85,21, 32 23 0 17213 0 ,17268,NA,ERR_WRONG_PAR_OUTPUT,51,FALSE
GrupoF,kal86,51, 32 101 0 17502 0 ,17635,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoF,kal87,52, 52 104 0 17404 0 ,17560,NA,ERR_WRONG_PAR_RETURN,52,TRUE
GrupoF,kal88,52, 32 97 0 17494 0 ,17623,NA,ERR_WRONG_PAR_RETURN,52,TRUE
GrupoF,kal89,0, 32 81 0 58 0 ,171,NA,0,0,TRUE
GrupoF,kal90,0, 32 81 0 58 0 ,171,NA,0,0,TRUE
GrupoF,kal91,0, 32 81 0 58 0 ,171,NA,0,0,TRUE
GrupoF,kal92,0, 32 81 0 58 0 ,171,NA,0,0,TRUE
GrupoF,kal93,0, 32 81 0 58 0 ,171,NA,0,0,TRUE
GrupoF,kal94,0, 32 92 0 58 0 ,182,NA,0,0,TRUE
GrupoF,kal95,0, 32 155 0 58 0 ,245,NA,0,0,TRUE
GrupoF,kal96,0, 32 155 0 58 0 ,245,NA,0,0,TRUE
GrupoF,kal97,53, 32 23 0 17157 0 ,17212,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoF,kal98,53, 32 23 0 17157 0 ,17212,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoF,kal99,32, 32 245 0 18066 0 ,18343,NA,ERR_CHAR_TO_X,32,TRUE
GrupoF,mao01,30, 20 0 0 18326 0 ,18346,NA,ERR_WRONG_TYPE,30,TRUE
GrupoF,mao02,30, 0 0 0 18409 0 ,18409,NA,ERR_WRONG_TYPE,30,TRUE
GrupoF,mao03,30, 20 0 0 18752 0 ,18772,NA,ERR_WRONG_TYPE,30,TRUE
GrupoF,mao04,30, 0 0 0 18835 0 ,18835,NA,ERR_WRONG_TYPE,30,TRUE
GrupoF,mao05,0, 32 377 0 58 0 ,467,NA,0,0,TRUE
GrupoF,mao06,0, 32 451 0 58 0 ,541,NA,0,0,TRUE
GrupoF,mao07,0, 32 525 0 58 0 ,615,NA,0,0,TRUE
GrupoF,mao08,31, 84 185 0 18353 0 ,18622,NA,ERR_STRING_TO_X,31,TRUE
GrupoF,mao09,30, 52 88 0 18122 0 ,18262,NA,ERR_WRONG_TYPE,30,TRUE
GrupoG,kal00,0, 41 16 0 0 0 ,57,NA,ERR_STRING_TO_X,31,FALSE
GrupoG,kal01,0, 58 44 0 0 0 ,102,NA,0,0,TRUE
GrupoG,kal02,0, 58 44 0 0 0 ,102,NA,0,0,TRUE
GrupoG,kal03,0, 61 44 0 0 0 ,105,NA,0,0,TRUE
GrupoG,kal04,0, 58 44 0 0 0 ,102,NA,0,0,TRUE
GrupoG,kal05,33, 34 28 0 19126 0 ,19188,NA,0,0,FALSE
GrupoG,kal06,10, 0 0 0 19070 0 ,19070,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal07,10, 0 0 0 19070 0 ,19070,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal08,10, 0 0 0 19079 0 ,19079,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal09,10, 0 0 0 19070 0 ,19070,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal10,10, 0 0 0 19068 0 ,19068,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal11,0, 127 196 0 0 0 ,323,NA,0,0,TRUE
GrupoG,kal12,0, 127 196 0 0 0 ,323,NA,0,0,TRUE
GrupoG,kal13,0, 131 196 0 0 0 ,327,NA,0,0,TRUE
GrupoG,kal14,0, 127 196 0 0 0 ,323,NA,0,0,TRUE
GrupoG,kal15,10, 0 0 0 19071 0 ,19071,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal16,10, 0 0 0 19071 0 ,19071,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal17,10, 0 0 0 19071 0 ,19071,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal18,10, 0 0 0 19071 0 ,19071,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal19,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal20,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal21,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal22,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal23,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal24,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal25,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal26,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal27,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal28,10, 0 0 0 18833 0 ,18833,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal29,11, 34 26 0 17716 0 ,17776,NA,ERR_DECLARED,11,TRUE
GrupoG,kal30,0, 56 44 0 0 0 ,100,NA,0,0,TRUE
GrupoG,kal31,11, 2 0 0 18852 0 ,18854,NA,ERR_DECLARED,11,TRUE
GrupoG,kal32,0, 24 32 0 0 0 ,56,NA,0,0,TRUE
GrupoG,kal33,11, 4 0 0 20046 0 ,20050,NA,ERR_DECLARED,11,TRUE
GrupoG,kal34,0, 58 60 0 0 0 ,118,NA,0,0,TRUE
GrupoG,kal35,0, 62 92 0 0 0 ,154,NA,0,0,TRUE
GrupoG,kal36,11, 56 44 0 20106 0 ,20206,NA,ERR_DECLARED,11,TRUE
GrupoG,kal37,10, 0 0 0 22478 0 ,22478,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal38,10, 0 0 0 22478 0 ,22478,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal39,0, 26 64 0 0 0 ,90,NA,0,0,TRUE
GrupoG,kal40,0, 61 92 0 0 0 ,153,NA,0,0,TRUE
GrupoG,kal41,0, 59 92 0 0 0 ,151,NA,0,0,TRUE
GrupoG,kal42,0, 42 64 0 0 0 ,106,NA,0,0,TRUE
GrupoG,kal43,10, 0 0 0 22241 0 ,22241,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal44,0, 128 244 0 0 0 ,372,NA,0,0,TRUE
GrupoG,kal45,10, 0 0 0 22479 0 ,22479,NA,ERR_UNDECLARED,10,TRUE
GrupoG,kal46,20, 34 28 0 19132 0 ,19194,NA,ERR_VARIABLE,20,TRUE
GrupoG,kal47,20, 34 28 0 18891 0 ,18953,NA,ERR_VARIABLE,20,TRUE
GrupoG,kal48,0, 94 72 0 0 0 ,166,NA,ERR_VECTOR,21,FALSE
GrupoG,kal49,21, 70 56 0 18951 0 ,19077,NA,ERR_VECTOR,21,TRUE
GrupoG,kal50,0, 44 16 0 0 0 ,60,NA,ERR_FUNCTION,22,FALSE
GrupoG,kal51,22, 18 0 0 19355 0 ,19373,NA,ERR_FUNCTION,22,TRUE
GrupoG,kal52,30, 2 0 0 19462 0 ,19464,NA,ERR_STRING_TO_X,31,FALSE
GrupoG,kal53,30, 2 0 0 19468 0 ,19470,NA,ERR_STRING_TO_X,31,FALSE
GrupoG,kal54,30, 2 0 0 19474 0 ,19476,NA,ERR_STRING_TO_X,31,FALSE
GrupoG,kal55,30, 2 0 0 19462 0 ,19464,NA,ERR_STRING_TO_X,31,FALSE
GrupoG,kal56,30, 2 0 0 19432 0 ,19434,NA,ERR_CHAR_TO_X,32,FALSE
GrupoG,kal57,30, 2 0 0 19438 0 ,19440,NA,ERR_CHAR_TO_X,32,FALSE
GrupoG,kal58,30, 2 0 0 19441 0 ,19443,NA,ERR_CHAR_TO_X,32,FALSE
GrupoG,kal59,30, 2 0 0 19462 0 ,19464,NA,ERR_CHAR_TO_X,32,FALSE
GrupoG,kal60,0, 11 0 0 19636 0 ,19647,NA,ERR_STRING_SIZE,33,FALSE
GrupoG,kal61,0, 11 0 0 19689 0 ,19700,NA,0,0,TRUE
GrupoG,kal62,41, 18 0 0 19328 0 ,19346,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoG,kal63,41, 22 0 0 19504 0 ,19526,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoG,kal64,40, 22 0 0 19140 0 ,19162,NA,ERR_MISSING_ARGS,40,TRUE
GrupoG,kal65,40, 26 0 0 19316 0 ,19342,NA,ERR_MISSING_ARGS,40,TRUE
GrupoG,kal66,42, 22 0 0 19354 0 ,19376,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoG,kal67,42, 22 0 0 19354 0 ,19376,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoG,kal68,42, 22 0 0 19384 0 ,19406,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoG,kal69,42, 22 0 0 19354 0 ,19376,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoG,kal70,0, 74 18 0 0 0 ,92,NA,0,0,TRUE
GrupoG,kal71,42, 26 0 0 19548 0 ,19574,NA,0,0,FALSE
GrupoG,kal72,42, 32 0 0 19789 0 ,19821,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoG,kal73,30, 2 0 0 19158 0 ,19160,NA,ERR_WRONG_TYPE,30,TRUE
GrupoG,kal74,30, 103 180 0 19275 0 ,19558,NA,ERR_WRONG_TYPE,30,TRUE
GrupoG,kal75,50, 2 0 0 18982 0 ,18984,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoG,kal76,50, 2 0 0 18982 0 ,18984,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoG,kal77,50, 2 0 0 18982 0 ,18984,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoG,kal78,0, 24 16 0 0 0 ,40,NA,0,0,TRUE
GrupoG,kal79,0, 24 16 0 0 0 ,40,NA,0,0,TRUE
GrupoG,kal80,0, 24 16 0 0 0 ,40,NA,0,0,TRUE
GrupoG,kal81,0, 24 16 0 0 0 ,40,NA,0,0,TRUE
GrupoG,kal82,0, 22 16 0 0 0 ,38,NA,0,0,TRUE
GrupoG,kal83,0, 24 16 0 0 0 ,40,NA,0,0,TRUE
GrupoG,kal84,51, 2 0 0 19317 0 ,19319,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoG,kal85,11, 0 0 0 19098 0 ,19098,NA,ERR_WRONG_PAR_OUTPUT,51,FALSE
GrupoG,kal86,51, 8 0 0 19267 0 ,19275,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoG,kal87,52, 18 0 0 18122 0 ,18140,NA,ERR_WRONG_PAR_RETURN,52,TRUE
GrupoG,kal88,52, 22 0 0 18069 0 ,18091,NA,ERR_WRONG_PAR_RETURN,52,TRUE
GrupoG,kal89,52, 18 0 0 17821 0 ,17839,NA,0,0,FALSE
GrupoG,kal90,52, 18 0 0 17821 0 ,17839,NA,0,0,FALSE
GrupoG,kal91,52, 18 0 0 17821 0 ,17839,NA,0,0,FALSE
GrupoG,kal92,52, 18 0 0 17821 0 ,17839,NA,0,0,FALSE
GrupoG,kal93,52, 18 0 0 17821 0 ,17839,NA,0,0,FALSE
GrupoG,kal94,52, 16 0 0 17823 0 ,17839,NA,0,0,FALSE
GrupoG,kal95,0, 24 16 0 0 0 ,40,NA,0,0,TRUE
GrupoG,kal96,0, 24 16 0 0 0 ,40,NA,0,0,TRUE
GrupoG,kal97,53, 2 0 0 19097 0 ,19099,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoG,kal98,53, 2 0 0 19097 0 ,19099,NA,ERR_WRONG_PAR_SHIFT,53,TRUE
GrupoG,kal99,0, 36 16 0 0 0 ,52,NA,ERR_CHAR_TO_X,32,FALSE
GrupoG,mao01,30, 6 0 0 19682 0 ,19688,NA,ERR_WRONG_TYPE,30,TRUE
GrupoG,mao02,30, 8 0 0 19624 0 ,19632,NA,ERR_WRONG_TYPE,30,TRUE
GrupoG,mao03,30, 10 0 0 19898 0 ,19908,NA,ERR_WRONG_TYPE,30,TRUE
GrupoG,mao04,30, 12 0 0 19840 0 ,19852,NA,ERR_WRONG_TYPE,30,TRUE
GrupoG,mao05,0, 36 16 0 0 0 ,52,NA,0,0,TRUE
GrupoG,mao06,0, 40 16 0 0 0 ,56,NA,0,0,TRUE
GrupoG,mao07,0, 44 16 0 0 0 ,60,NA,0,0,TRUE
GrupoG,mao08,0, 57 16 0 0 0 ,73,NA,ERR_STRING_TO_X,31,FALSE
GrupoG,mao09,30, 27 0 0 19348 0 ,19375,NA,ERR_WRONG_TYPE,30,TRUE
GrupoI,kal00,31, 32 4 0 17283 0 ,17319,NA,ERR_STRING_TO_X,31,TRUE
GrupoI,kal01,0, 32 136 0 132 0 ,300,NA,0,0,TRUE
GrupoI,kal02,0, 32 143 0 132 0 ,307,NA,0,0,TRUE
GrupoI,kal03,0, 32 130 0 132 0 ,294,NA,0,0,TRUE
GrupoI,kal04,0, 32 127 0 132 0 ,291,NA,0,0,TRUE
GrupoI,kal05,0, 32 127 0 132 0 ,291,NA,0,0,TRUE
GrupoI,kal06,10, 0 0 0 16851 0 ,16851,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal07,10, 0 0 0 16858 0 ,16858,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal08,10, 0 0 0 16845 0 ,16845,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal09,10, 0 0 0 16842 0 ,16842,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal10,10, 0 0 0 16844 0 ,16844,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal11,0, 48 203 0 132 0 ,383,NA,0,0,TRUE
GrupoI,kal12,0, 48 210 0 132 0 ,390,NA,0,0,TRUE
GrupoI,kal13,0, 48 198 0 132 0 ,378,NA,0,0,TRUE
GrupoI,kal14,0, 48 194 0 132 0 ,374,NA,0,0,TRUE
GrupoI,kal15,10, 0 0 0 17065 0 ,17065,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal16,10, 0 0 0 17072 0 ,17072,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal17,10, 0 0 0 17060 0 ,17060,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal18,10, 0 0 0 17056 0 ,17056,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal19,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal20,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal21,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal22,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal23,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal24,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal25,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal26,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal27,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal28,10, 0 0 0 16640 0 ,16640,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal29,11, 16 2 0 16608 0 ,16626,NA,ERR_DECLARED,11,TRUE
GrupoI,kal30,0, 48 129 0 132 0 ,309,NA,0,0,TRUE
GrupoI,kal31,11, 0 0 0 16718 0 ,16718,NA,ERR_DECLARED,11,TRUE
GrupoI,kal32,0, 48 203 0 74 0 ,325,NA,0,0,TRUE
GrupoI,kal33,11, 0 0 0 16810 0 ,16810,NA,ERR_DECLARED,11,TRUE
GrupoI,kal34,0, 64 205 0 132 0 ,401,NA,0,0,TRUE
GrupoI,kal35,0, 96 357 0 132 0 ,585,NA,0,0,TRUE
GrupoI,kal36,11, 64 138 0 16868 0 ,17070,NA,ERR_DECLARED,11,TRUE
GrupoI,kal37,10, 0 0 0 16899 0 ,16899,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal38,10, 0 0 0 16899 0 ,16899,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal39,0, 32 242 0 74 0 ,348,NA,0,0,TRUE
GrupoI,kal40,0, 48 244 0 132 0 ,424,NA,0,0,TRUE
GrupoI,kal41,0, 32 184 0 132 0 ,348,NA,0,0,TRUE
GrupoI,kal42,0, 32 182 0 132 0 ,346,NA,0,0,TRUE
GrupoI,kal43,10, 0 0 0 16688 0 ,16688,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal44,0, 48 251 0 132 0 ,431,NA,0,0,TRUE
GrupoI,kal45,10, 0 0 0 17113 0 ,17113,NA,ERR_UNDECLARED,10,TRUE
GrupoI,kal46,20, 16 2 0 17123 0 ,17141,NA,ERR_VARIABLE,20,TRUE
GrupoI,kal47,20, 16 2 0 16698 0 ,16716,NA,ERR_VARIABLE,20,TRUE
GrupoI,kal48,21, 32 2 0 16909 0 ,16943,NA,ERR_VECTOR,21,TRUE
GrupoI,kal49,21, 32 2 0 16698 0 ,16732,NA,ERR_VECTOR,21,TRUE
GrupoI,kal50,22, 16 67 0 17134 0 ,17217,NA,ERR_FUNCTION,22,TRUE
GrupoI,kal51,22, 16 67 0 17348 0 ,17431,NA,ERR_FUNCTION,22,TRUE
GrupoI,kal52,30, 0 0 0 17214 0 ,17214,NA,ERR_STRING_TO_X,31,FALSE
GrupoI,kal53,30, 0 0 0 17221 0 ,17221,NA,ERR_STRING_TO_X,31,FALSE
GrupoI,kal54,30, 0 0 0 17209 0 ,17209,NA,ERR_STRING_TO_X,31,FALSE
GrupoI,kal55,30, 0 0 0 17205 0 ,17205,NA,ERR_STRING_TO_X,31,FALSE
GrupoI,kal56,30, 0 0 0 17188 0 ,17188,NA,ERR_CHAR_TO_X,32,FALSE
GrupoI,kal57,30, 0 0 0 17195 0 ,17195,NA,ERR_CHAR_TO_X,32,FALSE
GrupoI,kal58,30, 0 0 0 17182 0 ,17182,NA,ERR_CHAR_TO_X,32,FALSE
GrupoI,kal59,30, 0 0 0 17205 0 ,17205,NA,ERR_CHAR_TO_X,32,FALSE
GrupoI,kal60,33, 24 50 0 17364 0 ,17438,NA,ERR_STRING_SIZE,33,TRUE
GrupoI,kal61,0, 16 327 0 74 0 ,417,NA,0,0,TRUE
GrupoI,kal62,41, 16 67 0 17062 0 ,17145,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoI,kal63,41, 32 127 0 17227 0 ,17386,NA,ERR_EXCESS_ARGS,41,TRUE
GrupoI,kal64,40, 32 127 0 16949 0 ,17108,NA,ERR_MISSING_ARGS,40,TRUE
GrupoI,kal65,40, 32 185 0 17132 0 ,17349,NA,ERR_MISSING_ARGS,40,TRUE
GrupoI,kal66,42, 32 127 0 17088 0 ,17247,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoI,kal67,42, 32 127 0 17088 0 ,17247,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoI,kal68,42, 32 127 0 17105 0 ,17264,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoI,kal69,42, 32 127 0 17079 0 ,17238,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoI,kal70,0, 48 268 0 158 0 ,474,NA,0,0,TRUE
GrupoI,kal71,0, 64 390 0 184 0 ,638,NA,0,0,TRUE
GrupoI,kal72,42, 64 249 0 17412 0 ,17725,NA,ERR_WRONG_TYPE_ARGS,42,TRUE
GrupoI,kal73,30, 16 2 0 16926 0 ,16944,NA,ERR_WRONG_TYPE,30,TRUE
GrupoI,kal74,30, 32 2 0 17140 0 ,17174,NA,ERR_WRONG_TYPE,30,TRUE
GrupoI,kal75,50, 16 2 0 16776 0 ,16794,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoI,kal76,50, 16 2 0 16776 0 ,16794,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoI,kal77,50, 16 2 0 16776 0 ,16794,NA,ERR_WRONG_PAR_INPUT,50,TRUE
GrupoI,kal78,0, 32 127 0 74 0 ,233,NA,0,0,TRUE
GrupoI,kal79,0, 32 127 0 74 0 ,233,NA,0,0,TRUE
GrupoI,kal80,0, 32 127 0 74 0 ,233,NA,0,0,TRUE
GrupoI,kal81,0, 32 127 0 74 0 ,233,NA,0,0,TRUE
GrupoI,kal82,0, 16 134 0 74 0 ,224,NA,0,0,TRUE
GrupoI,kal83,0, 16 141 0 74 0 ,231,NA,0,0,TRUE
GrupoI,kal84,51, 0 0 0 17082 0 ,17082,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoI,kal85,51, 0 0 0 17056 0 ,17056,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoI,kal86,51, 16 2 0 17057 0 ,17075,NA,ERR_WRONG_PAR_OUTPUT,51,TRUE
GrupoI,kal87,52, 0 0 0 17082 0 ,17082,NA,ERR_WRONG_PAR_RETURN,52,TRUE
GrupoI,kal88,52, 16 2 0 17053 0 ,17071,NA,ERR_WRONG_PAR_RETURN,52,TRUE
GrupoI,kal89,0, 32 60 0 74 0 ,166,NA,0,0,TRUE
GrupoI,kal90,0, 32 60 0 74 0 ,166,NA,0,0,TRUE
GrupoI,kal91,0, 32 60 0 74 0 ,166,NA,0,0,TRUE
GrupoI,kal92,0, 32 60 0 74 0 ,166,NA,0,0,TRUE
GrupoI,kal93,0, 32 60 0 74 0 ,166,NA,0,0,TRUE
GrupoI,kal94,0, 16 74 0 74 0 ,164,NA,0,0,TRUE
GrupoI,kal95,0, 32 127 0 74 0 ,233,NA,0,0,TRUE
GrupoI,kal96,0, 32 127 0 74 0 ,233,NA,0,0,TRUE
